,Rank,Title,Studio,Total Gross,Theaters,Opening,Opening Theaters,Year,link
0,70,The Lizzie McGuire Movie,BV,"$42,734,455","2,825","$17,338,755","2,825",2003,/movies/?id=lizziemcguiremovie.htm
0,71,Secondhand Lions,NL,"$42,070,939","3,038","$12,139,832","3,013",2003,/movies/?id=secondhandlions.htm
0,72,Out of Time,MGM,"$41,088,845","3,076","$16,185,316","3,076",2003,/movies/?id=outoftime.htm
0,73,Rugrats Go Wild,Par.,"$39,402,572","3,041","$11,556,869","3,041",2003,/movies/?id=rugratsgowild.htm
0,74,Head of State,DW,"$38,125,247","2,256","$13,503,484","2,151",2003,/movies/?id=headofstate.htm
0,75,Good Boy!,MGM,"$37,667,746","3,225","$13,107,022","3,225",2003,/movies/?id=goodboy.htm
0,76,Uptown Girls,MGM,"$37,182,494","2,495","$11,277,367","2,495",2003,/movies/?id=uptowngirls.htm
0,77,Matchstick Men,WB,"$36,906,460","2,711","$13,087,307","2,711",2003,/movies/?id=matchstickmen.htm
0,78,National Security,Sony,"$36,381,186","2,729","$14,369,694","2,729",2003,/movies/?id=nationalsecurity.htm
0,79,What a Girl Wants,WB,"$36,105,433","2,964","$11,434,964","2,964",2003,/movies/?id=whatagirlwants.htm
0,80,Jeepers Creepers 2,UA,"$35,667,218","3,124","$15,269,324","3,124",2003,/movies/?id=jeeperscreepers2.htm
0,81,Intolerable Cruelty,Uni.,"$35,327,628","2,570","$12,525,075","2,564",2003,/movies/?id=intolerablecruelty.htm
0,82,Cradle 2 the Grave,WB,"$34,712,347","2,625","$16,521,468","2,625",2003,/movies/?id=cradle2thegrave.htm
0,83,Monster,NM,"$34,469,210","1,093","$86,831",4,2003,/movies/?id=monster.htm
0,84,Malibu's Most Wanted,WB,"$34,432,201","2,503","$12,618,159","2,503",2003,/movies/?id=malibusmostwanted.htm
0,85,The Hunted,Par.,"$34,244,097","2,517","$13,482,638","2,516",2003,/movies/?id=hunted.htm
0,86,Stuck on You,Fox,"$33,832,741","3,007","$9,411,055","3,003",2003,/movies/?id=stuckonyou.htm
0,87,Dreamcatcher,WB,"$33,715,436","2,945","$15,027,423","2,945",2003,/movies/?id=dreamcatcher.htm
0,88,Darkness Falls,SonR,"$32,551,396","2,865","$12,024,917","2,837",2003,/movies/?id=darknessfalls.htm
0,89,Bend It Like Beckham,FoxS,"$32,543,449","1,002","$161,528",6,2003,/movies/?id=benditlikebeckham.htm
0,90,The Core,Par.,"$31,186,896","3,019","$12,053,131","3,017",2003,/movies/?id=core.htm
0,91,Calendar Girls,BV,"$31,041,759",967,"$151,393",24,2003,/movies/?id=calendargirls.htm
0,92,Hollywood Homicide,SonR,"$30,940,691","2,840","$11,112,632","2,840",2003,/movies/?id=hollywoodhomicide.htm
0,93,Honey,Uni.,"$30,308,417","1,972","$12,856,040","1,942",2003,/movies/?id=honey.htm
0,94,The Fighting Temptations,Par.,"$30,250,745","2,026","$11,758,372","2,026",2003,/movies/?id=fightingtemptations.htm
0,95,Johnny English,Uni.,"$28,082,366","2,236","$9,134,085","2,236",2003,/movies/?id=johnnyenglish.htm
0,96,The Missing,SonR,"$27,011,180","2,756","$10,833,633","2,756",2003,/movies/?id=missing03.htm
0,97,Basic,Sony,"$26,793,311","2,876","$11,511,960","2,876",2003,/movies/?id=basic.htm
0,98,A Man Apart,NL,"$26,736,098","2,495","$11,019,224","2,459",2003,/movies/?id=manapart.htm
0,99,Sinbad: Legend of the Seven Seas,DW,"$26,483,452","3,086","$6,874,477","3,086",2003,/movies/?id=sinbad.htm
0,100,Dumb and Dumberer: When Harry Met Lloyd,NL,"$26,276,465","2,609","$10,845,064","2,609",2003,/movies/?id=dumbanddumberer.htm
0,1,Shrek 2,DW,"$441,226,247","4,223","$108,037,878","4,163",2004,/movies/?id=shrek2.htm
0,2,Spider-Man 2,Sony,"$373,585,825","4,166","$88,156,227","4,152",2004,/movies/?id=spiderman2.htm
0,3,The Passion of the Christ,NM,"$370,274,604","3,408","$83,848,082","3,043",2004,/movies/?id=passionofthechrist.htm
0,4,Meet the Fockers,Uni.,"$279,261,160","3,554","$46,120,980","3,518",2004,/movies/?id=meetthefockers.htm
0,5,The Incredibles,BV,"$261,441,092","3,933","$70,467,623","3,933",2004,/movies/?id=incredibles.htm
0,6,Harry Potter and the Prisoner of Azkaban,WB,"$249,541,069","3,855","$93,687,367","3,855",2004,/movies/?id=harrypotter3.htm
0,7,The Day After Tomorrow,Fox,"$186,740,799","3,444","$68,743,584","3,425",2004,/movies/?id=dayaftertomorrow.htm
0,8,The Bourne Supremacy,Uni.,"$176,241,941","3,304","$52,521,865","3,165",2004,/movies/?id=bournesupremacy.htm
0,9,National Treasure,BV,"$173,008,894","3,243","$35,142,554","3,017",2004,/movies/?id=nationaltreasure.htm
0,10,The Polar Express,WB,"$162,775,358","3,650","$23,323,463","3,650",2004,/movies/?id=polarexpress.htm
0,11,Shark Tale,DW,"$160,861,908","4,070","$47,604,606","4,016",2004,/movies/?id=sharktale.htm
0,12,"I, Robot",Fox,"$144,801,023","3,494","$52,179,887","3,420",2004,/movies/?id=irobot.htm
0,13,Troy,WB,"$133,378,256","3,411","$46,865,412","3,411",2004,/movies/?id=troy.htm
0,14,Ocean's Twelve,WB,"$125,544,280","3,290","$39,153,380","3,290",2004,/movies/?id=oceanstwelve.htm
0,15,50 First Dates,Sony,"$120,908,074","3,612","$39,852,237","3,591",2004,/movies/?id=50firstdates.htm
0,16,Van Helsing,Uni.,"$120,177,084","3,580","$51,748,040","3,575",2004,/movies/?id=vanhelsing.htm
0,17,Fahrenheit 9/11,Lions,"$119,194,771","2,011","$23,920,637",868,2004,/movies/?id=fahrenheit911.htm
0,18,Lemony Snicket's A Series of Unfortunate Events,Par.,"$118,634,549","3,623","$30,061,756","3,620",2004,/movies/?id=lemonysnicket.htm
0,19,DodgeBall: A True Underdog Story,Fox,"$114,326,736","3,020","$30,070,196","2,694",2004,/movies/?id=dodgeball.htm
0,20,The Village,BV,"$114,197,520","3,733","$50,746,142","3,730",2004,/movies/?id=village.htm
0,21,The Grudge,Sony,"$110,359,362","3,348","$39,128,715","3,245",2004,/movies/?id=grudge.htm
0,22,The Aviator,Mira.,"$102,610,330","2,530","$858,021",40,2004,/movies/?id=aviator.htm
0,23,Collateral,DW,"$101,005,703","3,205","$24,701,458","3,188",2004,/movies/?id=collateral.htm
0,24,Million Dollar Baby,WB,"$100,492,203","2,375","$179,953",8,2004,/movies/?id=milliondollarbaby.htm
0,25,The Princess Diaries 2: Royal Engagement,BV,"$95,170,481","3,490","$22,956,453","3,472",2004,/movies/?id=princessdiaries2.htm
0,26,Starsky and Hutch,WB,"$88,237,754","3,185","$28,103,367","3,185",2004,/movies/?id=starskyandhutch.htm
0,27,Along Came Polly,Uni.,"$88,097,164","3,052","$27,721,185","2,984",2004,/movies/?id=alongcamepolly.htm
0,28,Mean Girls,Par.,"$86,058,055","3,054","$24,432,195","2,839",2004,/movies/?id=meangirls.htm
0,29,The SpongeBob SquarePants Movie,Par.,"$85,417,988","3,307","$32,018,216","3,212",2004,/movies/?id=spongebob.htm
0,30,Anchorman: The Legend of Ron Burgundy,DW,"$85,288,303","3,104","$28,416,365","3,091",2004,/movies/?id=anchorman.htm
0,31,Scooby-Doo 2: Monsters Unleashed,WB,"$84,216,833","3,312","$29,438,331","3,312",2004,/movies/?id=scoobydoo2.htm
0,32,The Notebook,NL,"$81,001,787","2,323","$13,464,745","2,303",2004,/movies/?id=notebook.htm
0,33,Alien Vs. Predator,Fox,"$80,282,231","3,401","$38,291,056","3,395",2004,/movies/?id=avp.htm
0,34,Man on Fire,Fox,"$77,911,774","2,986","$22,751,490","2,980",2004,/movies/?id=manonfire.htm
0,35,The Terminal,DW,"$77,872,883","2,914","$19,053,199","2,811",2004,/movies/?id=terminal.htm
0,36,Garfield: The Movie,Fox,"$75,369,589","3,150","$21,727,611","3,094",2004,/movies/?id=garfield.htm
0,37,Ray,Uni.,"$75,331,600","2,474","$20,039,730","2,006",2004,/movies/?id=ray.htm
0,38,Ladder 49,BV,"$74,541,707","3,261","$22,088,204","3,260",2004,/movies/?id=ladder49.htm
0,39,Christmas with the Kranks,SonR,"$73,780,539","3,416","$21,570,867","3,393",2004,/movies/?id=christmaswiththekranks.htm
0,40,Sideways,FoxS,"$71,503,593","1,786","$207,042",4,2004,/movies/?id=sideways.htm
0,41,White Chicks,Sony,"$70,831,760","2,800","$19,676,748","2,726",2004,/movies/?id=whitechicks.htm
0,42,Hidalgo,BV,"$67,303,450","3,065","$18,829,435","3,063",2004,/movies/?id=hidalgo.htm
0,43,The Forgotten,SonR,"$67,133,509","3,144","$21,022,111","3,104",2004,/movies/?id=forgotten.htm
0,44,Kill Bill Vol. 2,Mira.,"$66,208,183","3,073","$25,104,949","2,971",2004,/movies/?id=killbill2.htm
0,45,The Manchurian Candidate,Par.,"$65,955,630","2,867","$20,018,620","2,867",2004,/movies/?id=manchuriancandidate.htm
0,46,Barbershop 2: Back in Business,MGM,"$65,111,277","2,711","$24,241,612","2,711",2004,/movies/?id=barbershop2.htm
0,47,Miracle,BV,"$64,378,093","2,755","$19,377,577","2,605",2004,/movies/?id=miracle04.htm
0,48,Friday Night Lights,Uni.,"$61,255,921","3,004","$20,269,025","2,667",2004,/movies/?id=fridaynightlights.htm
0,49,Hellboy,SonR,"$59,623,958","3,043","$23,172,440","3,028",2004,/movies/?id=hellboy.htm
0,50,The Stepford Wives,Par.,"$59,484,742","3,057","$21,406,781","3,057",2004,/movies/?id=stepfordwives.htm
0,51,Dawn of the Dead,Uni.,"$59,020,957","2,748","$26,722,575","2,745",2004,/movies/?id=dawnofthedead.htm
0,52,Without a Paddle,Par.,"$58,169,327","2,756","$13,528,946","2,730",2004,/movies/?id=withoutapaddle.htm
0,53,The Butterfly Effect,NL,"$57,938,693","2,605","$17,065,227","2,605",2004,/movies/?id=butterflyeffect.htm
0,54,Shall We Dance,Mira.,"$57,890,460","2,542","$11,783,467","1,772",2004,/movies/?id=shallwedance.htm
0,55,The Chronicles of Riddick,Uni.,"$57,761,012","2,757","$24,289,165","2,757",2004,/movies/?id=chroniclesofriddick.htm
0,56,13 Going on 30,SonR,"$57,231,747","3,453","$21,054,283","3,438",2004,/movies/?id=13goingon30.htm
0,57,Saw,Lions,"$55,185,045","2,467","$18,276,468","2,315",2004,/movies/?id=saw.htm
0,58,Hero,Mira.,"$53,710,019","2,175","$18,004,319","2,031",2004,/movies/?id=hero02.htm
0,59,Blade: Trinity,NL,"$52,411,906","2,912","$16,061,271","2,912",2004,/movies/?id=blade3.htm
0,60,King Arthur,BV,"$51,882,244","3,086","$15,193,907","3,086",2004,/movies/?id=kingarthur.htm
0,61,Finding Neverland,Mira.,"$51,680,613","1,411","$220,524",8,2004,/movies/?id=findingneverland.htm
0,62,A Cinderella Story,WB,"$51,438,175","2,625","$13,623,350","2,625",2004,/movies/?id=cinderellastory.htm
0,63,The Phantom of the Opera,WB,"$51,268,815","1,515","$4,001,890",622,2004,/movies/?id=phantomoftheopera.htm
0,64,Resident Evil: Apocalypse,SGem,"$51,201,453","3,284","$23,036,273","3,284",2004,/movies/?id=residentevilapocalypse.htm
0,65,Home on the Range,BV,"$50,030,461","3,058","$13,880,771","3,047",2004,/movies/?id=homeontherange.htm
0,66,Fat Albert,Fox,"$48,116,322","2,744","$10,021,510","2,674",2004,/movies/?id=fatalbert.htm
0,67,Secret Window,Sony,"$48,022,900","3,018","$18,237,568","3,018",2004,/movies/?id=secretwindow.htm
0,68,Walking Tall,MGM,"$46,437,717","2,836","$15,501,114","2,836",2004,/movies/?id=walkingtall.htm
0,69,In Good Company,Uni.,"$45,806,659","1,963","$151,750",3,2004,/movies/?id=ingoodcompany.htm
0,70,Napoleon Dynamite,FoxS,"$44,540,956","1,027","$116,666",6,2004,/movies/?id=napoleondynamite.htm
0,71,Spanglish,Sony,"$42,726,869","2,587","$8,817,853","2,438",2004,/movies/?id=spanglish.htm
0,72,Exorcist: The Beginning,WB,"$41,821,986","2,813","$18,054,001","2,803",2004,/movies/?id=exorcist4.htm
0,73,You Got Served,SGem,"$40,363,810","1,943","$16,123,105","1,933",2004,/movies/?id=yougotserved.htm
0,74,Bridget Jones: The Edge of Reason,Uni.,"$40,226,215","2,473","$8,684,055",530,2004,/movies/?id=bridgetjones2.htm
0,75,Catwoman,WB,"$40,202,379","3,117","$16,728,411","3,117",2004,/movies/?id=catwoman.htm
0,76,The Ladykillers,BV,"$39,799,191","1,589","$12,634,563","1,583",2004,/movies/?id=ladykillers.htm
0,77,Sky Captain and the World of Tomorrow,Par.,"$37,762,677","3,170","$15,580,278","3,170",2004,/movies/?id=skycaptain.htm
0,78,Raising Helen,BV,"$37,486,512","2,721","$10,985,597","2,717",2004,/movies/?id=raisinghelen.htm
0,79,Taxi,Fox,"$36,611,066","3,001","$12,029,832","3,001",2004,/movies/?id=taxi.htm
0,80,Eternal Sunshine of the Spotless Mind,Focus,"$34,400,301","1,357","$8,175,198","1,353",2004,/movies/?id=eternalsunshine.htm
0,81,Alexander,WB,"$34,297,191","2,445","$13,687,087","2,445",2004,/movies/?id=alexander.htm
0,82,Closer,Sony,"$33,987,757","1,098","$7,707,972",476,2004,/movies/?id=closer.htm
0,83,The Punisher,Lions,"$33,810,189","2,649","$13,834,527","2,649",2004,/movies/?id=punisher.htm
0,84,Team America: World Police,Par.,"$32,786,074","2,620","$12,120,358","2,539",2004,/movies/?id=teamamerica.htm
0,85,Taking Lives,WB,"$32,682,342","2,705","$11,458,465","2,705",2004,/movies/?id=takinglives.htm
0,86,Anacondas: The Hunt for the Blood Orchid,SGem,"$32,238,923","2,905","$12,812,287","2,905",2004,/movies/?id=anacondas.htm
0,87,Cellular,NL,"$32,003,620","2,763","$10,100,571","2,749",2004,/movies/?id=cellular.htm
0,88,Johnson Family Vacation,FoxS,"$31,203,964","1,326","$9,375,307","1,317",2004,/movies/?id=johnsonfamilyvacation.htm
0,89,Open Water,Lions,"$30,610,863","2,709","$1,100,943",47,2004,/movies/?id=openwater.htm
0,90,Confessions of a Teenage Drama Queen,BV,"$29,331,068","2,503","$9,350,572","2,503",2004,/movies/?id=confessionsofateenagedramaqueen.htm
0,91,After the Sunset,NL,"$28,331,233","2,819","$11,100,392","2,819",2004,/movies/?id=afterthesunset.htm
0,92,The Prince and Me,Par.,"$28,176,497","2,711","$9,406,378","2,682",2004,/movies/?id=princeandme.htm
0,93,Garden State,FoxS,"$26,782,316",813,"$201,115",9,2004,/movies/?id=gardenstate.htm
0,94,Jersey Girl,Mira.,"$25,268,157","1,821","$8,319,171","1,520",2004,/movies/?id=jerseygirl.htm
0,95,Twisted,Par.,"$25,198,598","2,704","$8,904,299","2,703",2004,/movies/?id=twisted.htm
0,96,The Life Aquatic with Steve Zissou,BV,"$24,020,403","1,105","$113,085",2,2004,/movies/?id=lifeaquatic.htm
0,97,Around the World in 80 Days,BV,"$24,008,137","2,801","$7,576,132","2,801",2004,/movies/?id=aroundtheworldin80days.htm
0,98,Agent Cody Banks 2: Destination London,MGM,"$23,630,159","2,973","$8,014,005","2,973",2004,/movies/?id=agentcodybanks2.htm
0,99,Hotel Rwanda,UA,"$23,530,892",824,"$100,091",7,2004,/movies/?id=hotelrwanda.htm
0,100,Ella Enchanted,Mira.,"$22,918,387","2,149","$6,169,030","1,931",2004,/movies/?id=ellaenchanted.htm
0,1,Star Wars: Episode III - Revenge of the Sith,Fox,"$380,270,577","3,663","$108,435,841","3,661",2005,/movies/?id=starwars3.htm
0,2,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",BV,"$291,710,957","3,853","$65,556,312","3,616",2005,/movies/?id=narnia.htm
0,3,Harry Potter and the Goblet of Fire,WB,"$290,013,036","3,858","$102,685,961","3,858",2005,/movies/?id=harrypotter4.htm
0,4,War of the Worlds,Par.,"$234,280,354","3,910","$64,878,725","3,908",2005,/movies/?id=waroftheworlds.htm
0,5,King Kong,Uni.,"$218,080,025","3,627","$50,130,145","3,568",2005,/movies/?id=kingkong05.htm
0,6,Wedding Crashers,NL,"$209,255,921","3,131","$33,900,720","2,925",2005,/movies/?id=weddingcrashers.htm
0,7,Charlie and the Chocolate Factory,WB,"$206,459,076","3,790","$56,178,450","3,770",2005,/movies/?id=charliechocolate.htm
0,8,Batman Begins,WB,"$205,343,774","3,858","$48,745,440","3,858",2005,/movies/?id=batmanbegins.htm
0,9,Madagascar,DW,"$193,595,521","4,142","$47,224,594","4,131",2005,/movies/?id=madagascar.htm
0,10,Mr. & Mrs. Smith,Fox,"$186,336,279","3,451","$50,342,878","3,424",2005,/movies/?id=mrandmrssmith.htm
0,11,Hitch,Sony,"$179,495,555","3,575","$43,142,214","3,575",2005,/movies/?id=hitch.htm
0,12,The Longest Yard,Par.,"$158,119,460","3,654","$47,606,480","3,634",2005,/movies/?id=longestyard05.htm
0,13,Fantastic Four (2005),Fox,"$154,696,080","3,619","$56,061,504","3,602",2005,/movies/?id=fantasticfour.htm
0,14,Chicken Little,BV,"$135,386,665","3,658","$40,049,778","3,654",2005,/movies/?id=chickenlittle.htm
0,15,Robots,Fox,"$128,200,012","3,776","$36,045,301","3,776",2005,/movies/?id=robots.htm
0,16,Walk the Line,Fox,"$119,519,402","3,160","$22,347,341","2,961",2005,/movies/?id=walktheline.htm
0,17,The Pacifier,BV,"$113,086,868","3,181","$30,552,694","3,131",2005,/movies/?id=pacifier.htm
0,18,Fun with Dick and Jane,Sony,"$110,332,737","3,239","$14,383,515","3,056",2005,/movies/?id=funwithdickandjane.htm
0,19,The 40-Year-Old Virgin,Uni.,"$109,449,237","3,006","$21,422,815","2,845",2005,/movies/?id=40yearoldvirgin.htm
0,20,Flightplan,BV,"$89,707,299","3,424","$24,629,938","3,424",2005,/movies/?id=flightplan.htm
0,21,Saw II,Lions,"$87,039,965","2,949","$31,725,652","2,949",2005,/movies/?id=saw2.htm
0,22,Brokeback Mountain,Focus,"$83,043,761","2,089","$547,425",5,2005,/movies/?id=brokebackmountain.htm
0,23,Monster-in-Law,NL,"$82,931,301","3,424","$23,105,133","3,424",2005,/movies/?id=monsterinlaw.htm
0,24,Are We There Yet?,SonR,"$82,674,398","2,810","$18,575,214","2,709",2005,/movies/?id=arewethereyet.htm
0,25,Cheaper by the Dozen 2,Fox,"$82,571,173","3,211","$9,309,387","3,175",2005,/movies/?id=cheaperbythedozen2.htm
0,26,The Dukes of Hazzard,WB,"$80,270,227","3,785","$30,675,314","3,785",2005,/movies/?id=dukesofhazzard.htm
0,27,March of the Penguins,WIP,"$77,437,223","2,506","$137,492",4,2005,/movies/?id=marchofthepenguins.htm
0,28,The Ring Two,DW,"$76,231,249","3,341","$35,065,237","3,332",2005,/movies/?id=ring2.htm
0,29,Constantine,WB,"$75,976,178","3,006","$29,769,098","3,006",2005,/movies/?id=constantine.htm
0,30,The Exorcism of Emily Rose,SGem,"$75,072,454","3,045","$30,054,300","2,981",2005,/movies/?id=exorcismofemilyrose.htm
0,31,Four Brothers,Par.,"$74,494,381","2,649","$21,176,925","2,533",2005,/movies/?id=fourbrothers.htm
0,32,Sin City,Dim.,"$74,103,820","3,230","$29,120,273","3,230",2005,/movies/?id=sincity.htm
0,33,The Interpreter,Uni.,"$72,708,161","2,814","$22,822,455","2,758",2005,/movies/?id=interpreter.htm
0,34,Guess Who,Sony,"$68,915,888","3,147","$20,671,446","3,147",2005,/movies/?id=guesswho.htm
0,35,Sahara,Par.,"$68,671,925","3,200","$18,068,372","3,154",2005,/movies/?id=sahara.htm
0,36,Coach Carter,Par.,"$67,264,877","2,574","$24,182,961","2,524",2005,/movies/?id=coachcarter.htm
0,37,Herbie: Fully Loaded,BV,"$66,023,816","3,521","$12,709,221","3,521",2005,/movies/?id=herbie05.htm
0,38,The Amityville Horror (2005),MGM,"$65,233,369","3,323","$23,507,007","3,323",2005,/movies/?id=amityvillehorror05.htm
0,39,Sky High,BV,"$63,946,815","2,912","$14,631,784","2,905",2005,/movies/?id=skyhigh.htm
0,40,Bewitched,Sony,"$63,313,159","3,188","$20,131,130","3,174",2005,/movies/?id=bewitched.htm
0,41,Jarhead,Uni.,"$62,658,220","2,448","$27,726,210","2,411",2005,/movies/?id=jarhead.htm
0,42,Cinderella Man,Uni.,"$61,649,911","2,820","$18,320,205","2,812",2005,/movies/?id=cinderellaman.htm
0,43,The Family Stone,Fox,"$60,062,868","2,469","$12,521,027","2,466",2005,/movies/?id=familystone.htm
0,44,Red Eye,DW,"$57,891,803","3,134","$16,167,662","3,079",2005,/movies/?id=redeye.htm
0,45,Memoirs of a Geisha,Sony,"$57,490,508","1,654","$682,504",8,2005,/movies/?id=memoirsofageisha.htm
0,46,White Noise,Uni.,"$56,386,759","2,279","$24,113,565","2,261",2005,/movies/?id=whitenoise.htm
0,47,Wallace and Gromit: The Curse of the Were-Rabbit,DW,"$56,110,897","3,656","$16,025,987","3,645",2005,/movies/?id=wallaceandgromit05.htm
0,48,Be Cool,MGM,"$56,046,979","3,216","$23,450,212","3,216",2005,/movies/?id=becool.htm
0,49,Crash,Lions,"$54,580,300","1,905","$9,107,071","1,864",2005,/movies/?id=crash05.htm
0,50,"Yours, Mine and Ours",Par.,"$53,412,862","3,210","$17,461,108","3,206",2005,/movies/?id=yoursmineandours.htm
0,51,Tim Burton's Corpse Bride,WB,"$53,359,111","3,204","$388,166",5,2005,/movies/?id=corpsebride.htm
0,52,Kicking and Screaming,Uni.,"$52,842,724","3,470","$20,159,925","3,455",2005,/movies/?id=kickingandscreaming.htm
0,53,Hoodwinked,Wein.,"$51,386,611","3,020","$12,401,900","2,394",2005,/movies/?id=hoodwinked.htm
0,54,Hide and Seek,Fox,"$51,100,486","3,005","$21,959,233","3,005",2005,/movies/?id=hideandseek.htm
0,55,The Hitchhiker's Guide to the Galaxy,BV,"$51,085,416","3,133","$21,103,203","3,133",2005,/movies/?id=hitchhikersguide.htm
0,56,Syriana,WB,"$50,824,620","1,775","$374,502",5,2005,/movies/?id=syriana.htm
0,57,Tyler Perry's Diary of a Mad Black Woman,Lions,"$50,633,099","1,703","$21,905,089","1,483",2005,/movies/?id=diaryofamadblackwoman.htm
0,58,Racing Stripes,WB,"$49,772,522","3,185","$13,920,052","3,185",2005,/movies/?id=racingstripes.htm
0,59,Miss Congeniality 2: Armed and Fabulous,WB,"$48,478,006","3,233","$14,043,215","3,233",2005,/movies/?id=misscongeniality2.htm
0,60,Just Like Heaven,DW,"$48,318,130","3,543","$16,408,718","3,508",2005,/movies/?id=justlikeheaven.htm
0,61,The Skeleton Key,Uni.,"$47,907,715","2,784","$16,057,945","2,771",2005,/movies/?id=skeletonkey.htm
0,62,Munich,Uni.,"$47,403,685","1,498","$4,152,260",532,2005,/movies/?id=munich.htm
0,63,Kingdom of Heaven,Fox,"$47,398,413","3,219","$19,635,996","3,216",2005,/movies/?id=kingdomofheaven.htm
0,64,Boogeyman,SGem,"$46,752,382","3,052","$19,020,655","3,052",2005,/movies/?id=boogeyman.htm
0,65,The Legend of Zorro,Sony,"$46,464,023","3,520","$16,328,506","3,520",2005,/movies/?id=zorro2.htm
0,66,Must Love Dogs,WB,"$43,894,863","2,505","$12,855,321","2,505",2005,/movies/?id=mustlovedogs.htm
0,67,Transporter 2,Fox,"$43,095,856","3,320","$16,540,720","3,303",2005,/movies/?id=transporter2.htm
0,68,Rumor Has It,WB,"$43,000,262","2,815","$3,473,155","2,815",2005,/movies/?id=rumorhasit.htm
0,69,Fever Pitch,Fox,"$42,071,069","3,275","$12,400,125","3,267",2005,/movies/?id=feverpitch.htm
0,70,The Adventures of Sharkboy and Lavagirl in 3D,Dim.,"$39,177,684","2,655","$12,582,088","2,655",2005,/movies/?id=sharkboyandlavagirl.htm
0,71,The Sisterhood of the Traveling Pants,WB,"$39,053,061","2,583","$9,833,340","2,583",2005,/movies/?id=travelingpants.htm
0,72,Pride and Prejudice,Focus,"$38,405,088","1,335","$2,865,017",215,2005,/movies/?id=prideandprejudice05.htm
0,73,The Brothers Grimm,Dim.,"$37,916,267","3,098","$15,092,079","3,087",2005,/movies/?id=brothersgrimm.htm
0,74,Beauty Shop,MGM,"$36,351,350","2,659","$12,801,465","2,659",2005,/movies/?id=beautyshop.htm
0,75,Derailed,Wein.,"$36,024,076","2,447","$12,211,986","2,443",2005,/movies/?id=derailed.htm
0,76,The Island,DW,"$35,818,913","3,138","$12,409,070","3,122",2005,/movies/?id=island05.htm
0,77,The Ringer,FoxS,"$35,428,675","1,853","$5,158,795","1,829",2005,/movies/?id=ringer.htm
0,78,Hostage,Mira.,"$34,639,939","2,183","$10,214,734","2,123",2005,/movies/?id=hostage.htm
0,79,Magnificent Desolation (IMAX),Imax,"$34,137,524",82,"$479,587",80,2005,/movies/?id=magnificentdesolationimax.htm
0,80,The Constant Gardener,Focus,"$33,579,797","1,387","$8,673,803","1,346",2005,/movies/?id=constantgardener.htm
0,81,In Her Shoes,Fox,"$32,880,591","2,840","$10,017,575","2,808",2005,/movies/?id=inhershoes.htm
0,82,Bad News Bears,Par.,"$32,868,349","3,183","$11,382,472","3,183",2005,/movies/?id=badnewsbears05.htm
0,83,Dreamer: Inspired by a True Story,DW,"$32,751,093","2,735","$9,178,233","2,007",2005,/movies/?id=dreamer.htm
0,84,Because of Winn-Dixie,Fox,"$32,647,042","3,188","$10,208,431","3,188",2005,/movies/?id=winndixie.htm
0,85,Just Friends,NL,"$32,619,671","2,505","$9,191,331","2,505",2005,/movies/?id=justfriends.htm
0,86,Stealth,Sony,"$32,116,746","3,495","$13,251,545","3,495",2005,/movies/?id=stealth.htm
0,87,House of Wax,WB,"$32,064,800","3,111","$12,077,236","3,111",2005,/movies/?id=houseofwax.htm
0,88,The Wedding Date,Uni.,"$31,726,995","1,704","$11,129,580","1,694",2005,/movies/?id=weddingdate.htm
0,89,"Good Night, and Good Luck.",WIP,"$31,558,003",929,"$421,446",11,2005,/movies/?id=goodnightandgoodluck.htm
0,90,A History of Violence,NL,"$31,504,633","1,348","$515,992",14,2005,/movies/?id=historyofviolence.htm
0,91,Get Rich or Die Tryin',Par.,"$30,985,352","1,666","$12,020,807","1,652",2005,/movies/?id=getrichordietryin.htm
0,92,The Fog (2005),SonR,"$29,550,869","2,972","$11,752,917","2,972",2005,/movies/?id=fog05.htm
0,93,Zathura,Sony,"$29,258,869","3,232","$13,427,872","3,223",2005,/movies/?id=zathura.htm
0,94,Rent,SonR,"$29,077,547","2,437","$10,016,021","2,433",2005,/movies/?id=rent.htm
0,95,Capote,SPC,"$28,750,530","1,239","$324,857",12,2005,/movies/?id=capote.htm
0,96,Doom,Uni.,"$28,212,337","3,044","$15,488,870","3,044",2005,/movies/?id=doom.htm
0,97,XXX: State of the Union,SonR,"$26,873,932","3,480","$12,712,272","3,480",2005,/movies/?id=xxx2.htm
0,98,Elizabethtown,Par.,"$26,850,426","2,517","$10,618,711","2,517",2005,/movies/?id=elizabethtown.htm
0,99,Aeon Flux,Par.,"$25,874,337","2,608","$12,661,112","2,608",2005,/movies/?id=aeonflux.htm
0,100,Serenity,Uni.,"$25,514,517","2,189","$10,086,680","2,188",2005,/movies/?id=serenity.htm
0,1,Pirates of the Caribbean: Dead Man's Chest,BV,"$423,315,812","4,133","$135,634,554","4,133",2006,/movies/?id=piratesofthecaribbean2.htm
0,2,Night at the Museum,Fox,"$250,863,268","3,768","$30,433,781","3,685",2006,/movies/?id=nightatthemuseum.htm
0,3,Cars,BV,"$244,082,982","3,988","$60,119,509","3,985",2006,/movies/?id=cars.htm
0,4,X-Men: The Last Stand,Fox,"$234,362,462","3,714","$102,750,665","3,690",2006,/movies/?id=x3.htm
0,5,The Da Vinci Code,Sony,"$217,536,138","3,757","$77,073,388","3,735",2006,/movies/?id=davincicode.htm
